customer_id,customer_name,email,city,state,created_date,load_type
CUSTD2026050300053,Jackson Chander,ekorpal@example.org,Thane,Punjab,2026-05-03,DELTA
CUSTD2026050300054,Azaan Lala,dbanik@example.com,Ranchi,Jharkhand,2026-05-03,DELTA
CUSTD2026050300055,Lila Sahni,fpal@example.org,Motihari,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300056,Shivansh Sodhi,krishnasharaf@example.net,Chapra,Goa,2026-05-03,DELTA
CUSTD2026050300057,Ojas Oak,pratyushmohanty@example.com,Pallavaram,Tripura,2026-05-03,DELTA
CUSTD2026050300058,Rajata Parikh,ysolanki@example.com,Bijapur,Gujarat,2026-05-03,DELTA
CUSTD2026050300059,Nitesh Chaudhry,pallavi31@example.org,Tiruvottiyur,Sikkim,2026-05-03,DELTA
CUSTD2026050300060,Aashi Setty,dominic16@example.org,Kirari Suleman Nagar,Nagaland,2026-05-03,DELTA
CUSTD2026050300061,Nakul Dhillon,tanaylata@example.net,Chapra,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300062,Arya Setty,daksha85@example.net,Udupi,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300063,Charvi Narasimhan,lalapeter@example.org,Madhyamgram,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300064,Aahana Deo,ebhakta@example.org,Panihati,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300065,Anamika Kaur,ridhirau@example.com,Bhiwandi,Tripura,2026-05-03,DELTA
CUSTD2026050300066,Siddharth Pandey,aishani52@example.com,Dhule,Manipur,2026-05-03,DELTA
CUSTD2026050300067,Advaith Sachdev,osastry@example.net,Allahabad,Punjab,2026-05-03,DELTA
CUSTD2026050300068,Avi Khosla,aadhyaratta@example.net,Nanded,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300069,Hemal Kala,chahalranveer@example.net,Hazaribagh,Sikkim,2026-05-03,DELTA
CUSTD2026050300070,Yashvi Kade,agastya73@example.net,Katihar,Rajasthan,2026-05-03,DELTA
CUSTD2026050300071,Harinakshi Apte,balhaar68@example.org,Bareilly,Sikkim,2026-05-03,DELTA
CUSTD2026050300072,Alka Sachdeva,trivenithakkar@example.com,Vellore,Goa,2026-05-03,DELTA
CUSTD2026050300073,Upasna Ramaswamy,turvigoel@example.com,Dibrugarh,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300074,Dalaja Luthra,nimrat51@example.net,Guntakal,Punjab,2026-05-03,DELTA
CUSTD2026050300075,Hemal Jani,boasechaman@example.com,Rajpur Sonarpur,Haryana,2026-05-03,DELTA
CUSTD2026050300076,Ekanta Nair,gauri01@example.org,Kolhapur,Assam,2026-05-03,DELTA
CUSTD2026050300077,Harish Jayaraman,davechatresh@example.com,Pimpri-Chinchwad,Nagaland,2026-05-03,DELTA
CUSTD2026050300078,Arjun Doshi,maxbaral@example.org,Coimbatore,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300079,Pooja Reddy,zbath@example.net,Bettiah,Gujarat,2026-05-03,DELTA
CUSTD2026050300080,Nitesh Radhakrishnan,ssen@example.org,Chennai,Punjab,2026-05-03,DELTA
CUSTD2026050300081,Vinaya Kant,chaaya96@example.org,Khora ,Kerala,2026-05-03,DELTA
CUSTD2026050300082,Jack Dhaliwal,kallajanuja@example.com,Faridabad,Bihar,2026-05-03,DELTA
CUSTD2026050300083,Hamsini Kapadia,rushil64@example.com,Amaravati,Haryana,2026-05-03,DELTA
CUSTD2026050300084,David Sandhu,bnarasimhan@example.com,Lucknow,Gujarat,2026-05-03,DELTA
CUSTD2026050300085,Amrita Varma,qadimdar@example.org,Bathinda,Tripura,2026-05-03,DELTA
CUSTD2026050300086,Pranit Bahl,kavya53@example.org,Sikar,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300087,Indira Nadig,dubelila@example.net,Arrah,Andhra Pradesh,2026-05-03,DELTA
CUSTD2026050300088,Sathvik Ramanathan,sherenathan@example.org,Adoni,Odisha,2026-05-03,DELTA
CUSTD2026050300089,Mason Wali,grama@example.net,Navi Mumbai,Andhra Pradesh,2026-05-03,DELTA
CUSTD2026050300090,Harini Gole,bhavani43@example.org,Akola,Sikkim,2026-05-03,DELTA
CUSTD2026050300091,Pavani Chauhan,girish63@example.net,Surat,Manipur,2026-05-03,DELTA
CUSTD2026050300092,Watika Lad,ayushbath@example.net,Meerut,Goa,2026-05-03,DELTA
CUSTD2026050300093,Aayush Savant,saanvisom@example.net,Nashik,Himachal Pradesh,2026-05-03,DELTA
CUSTD2026050300094,Harish Pall,parmeralka@example.org,Miryalaguda,Tripura,2026-05-03,DELTA
CUSTD2026050300095,Barkha Basu,henry47@example.org,Chennai,Sikkim,2026-05-03,DELTA
CUSTD2026050300096,Vinaya Palla,naiknandini@example.net,Guntur,Odisha,2026-05-03,DELTA
CUSTD2026050300097,Ryan Shan,bhatnagarmitali@example.net,Kanpur,Jharkhand,2026-05-03,DELTA
CUSTD2026050300098,Netra Keer,advaymukherjee@example.com,Farrukhabad,Bihar,2026-05-03,DELTA
CUSTD2026050300099,Quincy Thaker,lakshit76@example.com,Alwar,Bihar,2026-05-03,DELTA
CUSTD2026050300100,Gayathri Khurana,amammen@example.net,Gandhidham,Nagaland,2026-05-03,DELTA
CUSTD2026050300101,Oni Jha,ychaudhuri@example.com,Sikar,Assam,2026-05-03,DELTA
CUSTD2026050300102,Girindra Ravel,kamya24@example.org,Kochi,Maharashtra,2026-05-03,DELTA
CUSTD2026050300103,Charvi Swaminathan,divyaray@example.net,Darbhanga,Telangana,2026-05-03,DELTA
CUSTD2026050300104,Oscar Nair,annejason@example.org,Dehradun,Sikkim,2026-05-03,DELTA
CUSTD2026050300105,Jacob Loyal,madanfaraj@example.org,Hubli–Dharwad,Telangana,2026-05-03,DELTA
CUSTD2026050300106,Chakradev Bumb,dmody@example.com,Satara,Sikkim,2026-05-03,DELTA
CUSTD2026050300107,Rajata Char,kai38@example.org,Jabalpur,Goa,2026-05-03,DELTA
CUSTD2026050300108,Ekanta Yohannan,adwetasridhar@example.net,Danapur,Andhra Pradesh,2026-05-03,DELTA
CUSTD2026050300109,Caleb Gole,pvarughese@example.com,Agartala,Telangana,2026-05-03,DELTA
CUSTD2026050300110,Nimrat Mani,forummaharaj@example.org,Surendranagar Dudhrej,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300111,Libni Chokshi,brinda66@example.com,Mumbai,Meghalaya,2026-05-03,DELTA
CUSTD2026050300112,Tripti Dixit,warinderdalia@example.net,Indore,Mizoram,2026-05-03,DELTA
CUSTD2026050300113,Wridesh Joshi,aradhana53@example.net,Karimnagar,West Bengal,2026-05-03,DELTA
CUSTD2026050300114,Orinder Bahri,yochananagy@example.com,Durgapur,Nagaland,2026-05-03,DELTA
CUSTD2026050300115,Arya Agarwal,shravyavarughese@example.org,Mira-Bhayandar,Sikkim,2026-05-03,DELTA
CUSTD2026050300116,Anya Minhas,memontanvi@example.net,Bilaspur,Jharkhand,2026-05-03,DELTA
CUSTD2026050300117,Eta Bumb,wahab79@example.org,Surat,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300118,Ansh Zacharia,zaidvarughese@example.org,Pune,Andhra Pradesh,2026-05-03,DELTA
CUSTD2026050300119,Urmi Yadav,samavasatika@example.net,Agartala,Maharashtra,2026-05-03,DELTA
CUSTD2026050300120,Dipta Jain,dinmanthan@example.org,Jamshedpur,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300121,Mohini Bail,ekajayadav@example.org,Jalgaon,Haryana,2026-05-03,DELTA
CUSTD2026050300122,Warda Dhawan,dalajalad@example.org,Madurai,Tripura,2026-05-03,DELTA
CUSTD2026050300123,Dalbir Varty,finnkumar@example.net,Hosur,Sikkim,2026-05-03,DELTA
CUSTD2026050300124,Nitesh Kala,jonathangoda@example.net,Khandwa,Tripura,2026-05-03,DELTA
CUSTD2026050300125,Jagdish Saxena,bathyashoda@example.net,Danapur,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300126,Manan Choudhry,utkarshsehgal@example.net,Mangalore,Assam,2026-05-03,DELTA
CUSTD2026050300127,Hemani Parikh,aarini72@example.org,Bhopal,Tamil Nadu,2026-05-03,DELTA
CUSTD2026050300128,Aishani Varty,xlall@example.com,Akola,Sikkim,2026-05-03,DELTA
CUSTD2026050300129,Sneha Iyer,kamdarvyanjana@example.com,Faridabad,Mizoram,2026-05-03,DELTA
CUSTD2026050300130,Raksha Luthra,maanavbedi@example.org,Kolkata,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300131,Aarnav Sha,bkohli@example.net,Karawal Nagar,Tripura,2026-05-03,DELTA
CUSTD2026050300132,Yashica Parekh,fsur@example.net,Bhind,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300133,Upkaar Kaul,tristan83@example.com,Udaipur,Haryana,2026-05-03,DELTA
CUSTD2026050300134,Daksh Narain,rmann@example.com,Vasai-Virar,Punjab,2026-05-03,DELTA
CUSTD2026050300135,Ubika Vohra,dubecaleb@example.com,Bhatpara,Himachal Pradesh,2026-05-03,DELTA
CUSTD2026050300136,Ira Dutt,adwetadeol@example.com,Purnia,Bihar,2026-05-03,DELTA
CUSTD2026050300137,Yatan Sekhon,chaturabrar@example.com,Rajkot,Bihar,2026-05-03,DELTA
CUSTD2026050300138,Ekani Narayanan,mahika77@example.com,Shahjahanpur,Kerala,2026-05-03,DELTA
CUSTD2026050300139,Caleb Sahota,tmitter@example.com,Pallavaram,Bihar,2026-05-03,DELTA
CUSTD2026050300140,Vinaya Swamy,keerandrew@example.org,Ramgarh,West Bengal,2026-05-03,DELTA
CUSTD2026050300141,Theodore Agarwal,kalaudarsh@example.com,Deoghar,Meghalaya,2026-05-03,DELTA
CUSTD2026050300142,Ekaja Munshi,hayrerishi@example.org,Danapur,West Bengal,2026-05-03,DELTA
CUSTD2026050300143,Ranveer Pingle,samesh13@example.com,Moradabad,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300144,Ayush Madan,tarajanya@example.net,Ambattur,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300145,Kiaan Srivastava,dharwahab@example.net,Bhagalpur,West Bengal,2026-05-03,DELTA
CUSTD2026050300146,Balvan Saini,azaanmalhotra@example.com,Kishanganj,Maharashtra,2026-05-03,DELTA
CUSTD2026050300147,Banjeet Kapadia,ramekansh@example.net,Bongaigaon,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300148,Balveer Sibal,vyogi@example.com,Darbhanga,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300149,Devansh Dar,finn01@example.com,Rourkela,Manipur,2026-05-03,DELTA
CUSTD2026050300150,Ekantika Natt,akarnik@example.net,Dibrugarh,Telangana,2026-05-03,DELTA
CUSTD2026050300151,Warda Deshmukh,yahvi42@example.org,Mira-Bhayandar,Goa,2026-05-03,DELTA
CUSTD2026050300152,Pranit Sundaram,nathan15@example.org,Siliguri,Haryana,2026-05-03,DELTA
CUSTD2026050300153,Jai Lata,bhavnabir@example.net,Yamunanagar,West Bengal,2026-05-03,DELTA
CUSTD2026050300154,Nathan Sahni,wsarna@example.com,Mira-Bhayandar,Manipur,2026-05-03,DELTA
CUSTD2026050300155,Unnati Choudhary,nikita05@example.org,Singrauli,Telangana,2026-05-03,DELTA
CUSTD2026050300156,Ria Mangat,rajvincent@example.com,Hindupur,Mizoram,2026-05-03,DELTA
CUSTD2026050300157,Girindra Sane,nandini29@example.org,Mehsana,Meghalaya,2026-05-03,DELTA
CUSTD2026050300158,Lopa Bahl,wyatt90@example.net,Guwahati,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300159,Arin Balay,isinha@example.org,Kadapa,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300160,Nilima Jani,ekrishna@example.net,Nashik,Gujarat,2026-05-03,DELTA
CUSTD2026050300161,Quincy Nadkarni,varmagaurang@example.net,Ahmednagar,Punjab,2026-05-03,DELTA
CUSTD2026050300162,Naveen Soman,bishakha54@example.net,Anantapuram,Tripura,2026-05-03,DELTA
CUSTD2026050300163,Vasatika Dyal,fvenkataraman@example.net,Ramagundam,Jharkhand,2026-05-03,DELTA
CUSTD2026050300164,Tripti Borra,bmuni@example.com,Proddatur,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300165,Advika Dass,prashadjai@example.org,Haldia,Punjab,2026-05-03,DELTA
CUSTD2026050300166,Rayaan Sethi,jchada@example.org,Mahbubnagar,West Bengal,2026-05-03,DELTA
CUSTD2026050300167,Ayushman Tailor,mbalakrishnan@example.org,Orai,Assam,2026-05-03,DELTA
CUSTD2026050300168,Fitan Edwin,ukalla@example.net,Ambarnath,Maharashtra,2026-05-03,DELTA
CUSTD2026050300169,Falan Bandi,lopagarg@example.org,Kota,Punjab,2026-05-03,DELTA
CUSTD2026050300170,Rehaan Nadig,zde@example.net,Ramagundam,Haryana,2026-05-03,DELTA
CUSTD2026050300171,Qadim Gour,ayaan12@example.com,Howrah,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300172,Yatan Grewal,boasenaksh@example.net,Jamnagar,Jharkhand,2026-05-03,DELTA
CUSTD2026050300173,Mekhala Sahota,gshukla@example.org,Nellore,Bihar,2026-05-03,DELTA
CUSTD2026050300174,Omkaar Lata,kalitavaishnavi@example.com,Kakinada,Meghalaya,2026-05-03,DELTA
CUSTD2026050300175,Aarna Wali,mitterharsh@example.net,Shimla,Odisha,2026-05-03,DELTA
CUSTD2026050300176,Bina Narain,dubeaarnav@example.net,Purnia,Kerala,2026-05-03,DELTA
CUSTD2026050300177,Yochana Nayar,lalabalveer@example.com,Panvel,Jharkhand,2026-05-03,DELTA
CUSTD2026050300178,Tanish Krishnan,chaudharychampak@example.com,Akola,Nagaland,2026-05-03,DELTA
CUSTD2026050300179,Urvi Gala,harinakshisodhi@example.net,Nashik,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300180,Gayathri Kothari,dugarqasim@example.com,Serampore,Himachal Pradesh,2026-05-03,DELTA
CUSTD2026050300181,Jasmit Murty,kotaagastya@example.com,Bongaigaon,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300182,Zayan Sangha,jsarraf@example.org,Mango,Sikkim,2026-05-03,DELTA
CUSTD2026050300183,Zinal Halder,sawhneyekaja@example.org,Panihati,Nagaland,2026-05-03,DELTA
CUSTD2026050300184,Nandini Sandhu,nidhisubramanian@example.net,Ahmedabad,Punjab,2026-05-03,DELTA
CUSTD2026050300185,Tripti Joshi,kdeshpande@example.net,Panchkula,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300186,Alexander Kalla,sbiswas@example.net,Avadi,Himachal Pradesh,2026-05-03,DELTA
CUSTD2026050300187,Qabil Buch,lavanya50@example.net,Nagaon,Himachal Pradesh,2026-05-03,DELTA
CUSTD2026050300188,Ekavir Madan,jonathanyogi@example.org,Rewa,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300189,Krishna Kaur,devansh17@example.com,Maheshtala,Maharashtra,2026-05-03,DELTA
CUSTD2026050300190,Chakradhar Palla,manya07@example.org,Berhampur,Karnataka,2026-05-03,DELTA
CUSTD2026050300191,Vidhi Prasad,farissarma@example.org,Amritsar,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300192,Eta Ranganathan,farajkrishna@example.com,Vasai-Virar,Tripura,2026-05-03,DELTA
CUSTD2026050300193,Oviya Nayak,wablevidhi@example.com,Dibrugarh,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300194,Robert Solanki,gyohannan@example.org,Gurgaon,Mizoram,2026-05-03,DELTA
CUSTD2026050300195,Nidhi Narayan,cheemayashica@example.net,Baranagar,Rajasthan,2026-05-03,DELTA
CUSTD2026050300196,Vaishnavi Hari,fiyazsoman@example.net,Danapur,Tripura,2026-05-03,DELTA
CUSTD2026050300197,Chaaya Nadkarni,emangal@example.net,Lucknow,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300198,Hema Nori,devikazachariah@example.com,Anantapuram,Tripura,2026-05-03,DELTA
CUSTD2026050300199,Ojas Shukla,darika11@example.net,Purnia,Kerala,2026-05-03,DELTA
CUSTD2026050300200,Urvashi Setty,chadhemangini@example.com,Pali,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300201,Dakshesh Pillai,shravyadoctor@example.org,Proddatur,Karnataka,2026-05-03,DELTA
CUSTD2026050300202,Mitali Khanna,samiarunima@example.net,Thane,Madhya Pradesh,2026-05-03,DELTA
CUSTD2026050300203,Dayamai Iyer,williamsundaram@example.com,Siwan,Gujarat,2026-05-03,DELTA
CUSTD2026050300204,Umang Karan,lallyuvraj@example.net,Secunderabad,West Bengal,2026-05-03,DELTA
CUSTD2026050300205,Yasti Nair,yachanaghosh@example.net,Singrauli,Maharashtra,2026-05-03,DELTA
CUSTD2026050300206,Ekanta Johal,xalak97@example.net,Visakhapatnam,Odisha,2026-05-03,DELTA
CUSTD2026050300207,Ansh Doshi,acharyabalveer@example.org,Rourkela,Telangana,2026-05-03,DELTA
CUSTD2026050300208,Mohini Rout,shuklaagastya@example.net,Bardhaman,Jharkhand,2026-05-03,DELTA
CUSTD2026050300209,Mahika Dhawan,xsunder@example.com,Delhi,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300210,Neel Pandya,chadamitesh@example.org,Mirzapur,Gujarat,2026-05-03,DELTA
CUSTD2026050300211,Samaksh Shan,naksh71@example.net,Tenali,Telangana,2026-05-03,DELTA
CUSTD2026050300212,Jackson Prashad,bhavyadeshpande@example.net,Rajpur Sonarpur,Mizoram,2026-05-03,DELTA
CUSTD2026050300213,Imaran Bava,hbasu@example.com,Durg,Jharkhand,2026-05-03,DELTA
CUSTD2026050300214,Anmol Zacharia,chamanprashad@example.com,Morbi,Telangana,2026-05-03,DELTA
CUSTD2026050300215,Aditya Shah,girishdeo@example.org,Bhiwandi,West Bengal,2026-05-03,DELTA
CUSTD2026050300216,Upkaar Mahajan,lpurohit@example.org,Baranagar,Assam,2026-05-03,DELTA
CUSTD2026050300217,Timothy Sethi,henry41@example.com,Kishanganj,Telangana,2026-05-03,DELTA
CUSTD2026050300218,Leena Wable,ranveersetty@example.net,Bikaner,Manipur,2026-05-03,DELTA
CUSTD2026050300219,Azad Dutta,odika35@example.com,Pune,Assam,2026-05-03,DELTA
CUSTD2026050300220,Dominic Buch,ijaya25@example.org,Gangtok,Kerala,2026-05-03,DELTA
CUSTD2026050300221,Abhimanyu Chacko,rpatla@example.net,Howrah,Karnataka,2026-05-03,DELTA
CUSTD2026050300222,Aahana Patel,laddhriti@example.org,Kolkata,Chhattisgarh,2026-05-03,DELTA
CUSTD2026050300223,Samarth Thaman,oagarwal@example.com,Shahjahanpur,Uttarakhand,2026-05-03,DELTA
CUSTD2026050300224,Anthony Mani,ekalingadhaliwal@example.org,Visakhapatnam,Jharkhand,2026-05-03,DELTA
CUSTD2026050300225,Vedhika Sinha,maanas10@example.org,Suryapet,Maharashtra,2026-05-03,DELTA
CUSTD2026050300226,Chandani Gill,garima68@example.com,South Dumdum,Goa,2026-05-03,DELTA
CUSTD2026050300227,Ekanta Lata,girindra71@example.org,Eluru,Meghalaya,2026-05-03,DELTA
CUSTD2026050300228,Maanas Kalita,dbali@example.org,Chandrapur,Sikkim,2026-05-03,DELTA
CUSTD2026050300229,Lucky Khosla,raghav89@example.net,Gwalior,Manipur,2026-05-03,DELTA
CUSTD2026050300230,Liam Bhagat,ucchal70@example.org,Saharsa,Gujarat,2026-05-03,DELTA
CUSTD2026050300231,Sanya Raman,turvikothari@example.org,Tiruvottiyur,Gujarat,2026-05-03,DELTA
CUSTD2026050300232,Triveni Mohanty,vivaandugal@example.net,Nanded,West Bengal,2026-05-03,DELTA
CUSTD2026050300233,Geetika Bhardwaj,tjoshi@example.net,Sirsa,Haryana,2026-05-03,DELTA
CUSTD2026050300234,Vincent Agate,ladnirja@example.com,Karawal Nagar,Kerala,2026-05-03,DELTA
CUSTD2026050300235,Yuvraj Wagle,narainchakrika@example.org,Dehradun,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300236,Warda Cheema,daraanmol@example.com,Thrissur,Gujarat,2026-05-03,DELTA
CUSTD2026050300237,Januja Bassi,khuranaaachal@example.org,Jaipur,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300238,Netra Thakur,manya55@example.net,Bhatpara,Goa,2026-05-03,DELTA
CUSTD2026050300239,Qasim Shetty,hramakrishnan@example.com,Thanjavur,Kerala,2026-05-03,DELTA
CUSTD2026050300240,Chaaya Muni,parthtalwar@example.com,Lucknow,Assam,2026-05-03,DELTA
CUSTD2026050300241,Madhav Parsa,nikitasastry@example.com,Durgapur,West Bengal,2026-05-03,DELTA
CUSTD2026050300242,Oscar Chana,drajan@example.net,Akola,Gujarat,2026-05-03,DELTA
CUSTD2026050300243,Anvi Sengupta,manipratyush@example.net,Korba,Sikkim,2026-05-03,DELTA
CUSTD2026050300244,Tanmayi Tara,hkannan@example.org,Dhanbad,Jharkhand,2026-05-03,DELTA
CUSTD2026050300245,Zansi Rajagopal,keyadin@example.org,Pallavaram,Karnataka,2026-05-03,DELTA
CUSTD2026050300246,Samar Kamdar,oiyengar@example.com,Bhind,Rajasthan,2026-05-03,DELTA
CUSTD2026050300247,Teerth Bhatia,inagarajan@example.com,Malda,Uttar Pradesh,2026-05-03,DELTA
CUSTD2026050300248,Ishani Mital,wbir@example.net,Muzaffarnagar,Rajasthan,2026-05-03,DELTA
CUSTD2026050300249,Yash Swamy,harshil44@example.net,Tezpur,Mizoram,2026-05-03,DELTA
CUSTD2026050300250,Nilima Wali,hrout@example.net,Jaunpur,Karnataka,2026-05-03,DELTA
CUSTD2026050300251,Edhitha Randhawa,chaudharyidika@example.com,Jalandhar,Arunachal Pradesh,2026-05-03,DELTA
CUSTD2026050300252,Chandani Das,graj@example.org,Miryalaguda,Mizoram,2026-05-03,DELTA
CUSTD2026050300253,Devansh Sura,thakkarraksha@example.org,Bangalore,Uttarakhand,2026-05-03,DELTA
